,User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Friends_ID_list,Risk
15279,33017.0,male,"41,3",A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_820_days,29.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15280,33018.0,female,26,C,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,0,before_810_days,29.1.2015,0,0:0,0.0,1.0,0.0,19878,unknown_risk
15281,33019.0,male,"66,5",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_815_days,29.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15282,33020.0,male,"26,5",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_768_days,29.1.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
15283,33021.0,male,"43,5",L,Non_Verified,Heterosexual,Submisive,Women,15,before_1_days,29.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15284,33022.0,male,"34,1",A,Non_Verified,bicurious,Switch,Nobody,0,before_228_days,29.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15285,33023.0,male,"22,8",O,Non_Verified,Heterosexual,Switch,Women,0,before_20_days,29.1.2015,0,0:5,1.0,1.0,0.0,,unknown_risk
15286,33025.0,male,"57,5",N,Non_Verified,Heterosexual,Dominant,Nobody,0,before_481_days,30.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15287,33026.0,female,"46,9",C,Non_Verified,Heterosexual,Submisive,Nobody,15,before_52_days,30.1.2015,0,7:25,0.0,0.0,0.0,6163,unknown_risk
15288,33028.0,male,"68,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_820_days,30.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15289,33031.0,male,"50,2",A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,0,before_370_days,30.1.2015,0,2:25,0.0,0.0,0.0,,unknown_risk
15290,33034.0,male,39,A,Non_Verified,bicurious,Switch,Nobody,0,before_760_days,30.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15291,33035.0,female,"20,3",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_812_days,30.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15292,33036.0,female,"27,1",A,Non_Verified,bicurious,Submisive,Nobody,0,before_25_days,30.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15293,33038.0,female,"29,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_820_days,30.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15294,33040.0,female,"23,7",F,Non_Verified,bisexual,Submisive,Nobody,0,before_820_days,30.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15295,33042.0,male,30,A,Non_Verified,Heterosexual,Dominant,Women,15,before_708_days,30.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15296,33043.0,male,"32,2",O,Non_Verified,Heterosexual,Switch,Nobody,0,before_696_days,30.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15297,33046.0,male,"25,7",M,Non_Verified,Heterosexual,Submisive,Nobody,0,before_819_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15298,33049.0,female,"37,3",C,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,-5,before_196_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15299,3305.0,female,56,L,Non_Verified,bisexual,Dominant,Nobody,0,before_1945_days,5.8.2011,0,0:0,1.0,0.0,0.0,,unknown_risk
15300,33054.0,male,"28,3",O,Non_Verified,bisexual,Submisive,Nobody,0,before_287_days,31.1.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
15301,33055.0,female,23,G,Non_Verified,bisexual,Submisive,,0,before_819_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15302,33056.0,female,"20,9",N,Non_Verified,bisexual,Submisive,Nobody,0,before_819_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15303,33058.0,male,"32,7",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_815_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15304,33059.0,male,30,A,Non_Verified,Heterosexual,Switch,Nobody,0,before_663_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15305,33062.0,male,"33,6",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_817_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15306,33063.0,female,"20,4",G,Non_Verified,bisexual,Switch,Nobody,0,before_818_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15307,33064.0,male,"42,1",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_819_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15308,33065.0,male,"30,6",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_818_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15309,33066.0,female,37,E,Non_Verified,Homosexual,Submisive,Nobody,0,before_818_days,31.1.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15310,33067.0,male,"37,3",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_790_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15311,33069.0,male,"20,7",K,Non_Verified,Heterosexual,Dominant,Women,0,before_117_days,1.2.2015,0,0:22,7.0,0.0,0.0,,unknown_risk
15312,33070.0,female,"34,9",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_818_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15313,33071.0,male,"25,5",A,Non_Verified,bicurious,Switch,Women,0,before_808_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15314,33074.0,male,"36,8",B,Non_Verified,bisexual,Submisive,Men,0,before_143_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15315,33077.0,male,"29,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_34_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15316,33078.0,female,"21,1",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_803_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15317,3308.0,male,"38,1",A,Non_Verified,bisexual,Submisive,Nobody,0,before_1593_days,5.8.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
15318,33080.0,female,"37,6",G,Non_Verified,bicurious,Submisive,Nobody_but_maybe,0,before_25_days,1.2.2015,3,0:0,0.0,0.0,0.0,8961,unknown_risk
15319,33081.0,female,"20,9",M,Non_Verified,Heterosexual,Dominant,Nobody,0,before_755_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15320,33082.0,male,"43,6",L,Non_Verified,Heterosexual,Submisive,Women,0,before_193_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15321,33083.0,male,"37,3",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_108_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15322,33089.0,male,"41,7",B,Non_Verified,Heterosexual,Dominant,Women,0,before_167_days,1.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15323,33090.0,male,"26,1",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_164_days,2.2.2015,0,0:3,0.0,0.0,0.0,,unknown_risk
15324,33091.0,male,"45,3",L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_268_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15325,33092.0,male,"26,9",O,Non_Verified,Heterosexual,Dominant,Nobody,0,before_814_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15326,33093.0,female,"50,1",K,Non_Verified,Heterosexual,Dominant,Nobody,1,before_813_days,2.2.2015,1,0:0,0.0,0.0,0.0,,unknown_risk
15327,33094.0,female,"28,7",A,Non_Verified,Heterosexual,Switch,Men,5,before_42_days,2.2.2015,0,0:0,0.0,0.0,1.0,"33520,14454",unknown_risk
15328,33095.0,male,"30,7",A,Non_Verified,Homosexual,Submisive,Nobody,0,before_813_days,2.2.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
15329,33096.0,male,"43,1",M,Non_Verified,bisexual,Submisive,Men_and_Women,15,before_763_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15330,33097.0,male,"42,7",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_816_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15331,33098.0,male,"41,5",F,Non_Verified,Heterosexual,Submisive,Nobody,0,before_817_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15332,33099.0,female,"28,6",D,Non_Verified,Heterosexual,Submisive,Nobody,15,before_7_days,2.2.2015,0,1:25,0.0,0.0,0.0,,unknown_risk
15333,331.0,male,"48,3",G,Non_Verified,bisexual,Submisive,Nobody,15,before_279_days,28.12.2009,0,0:0,0.0,0.0,0.0,,unknown_risk
15334,3310.0,female,"32,1",A,Non_Verified,Heterosexual,Submisive,Nobody,180,before_1370_days,5.8.2011,185,0:0,0.0,0.0,0.0,,unknown_risk
15335,33100.0,male,"48,1",A,Non_Verified,Heterosexual,Dominant,Women,15,before_640_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15336,33101.0,male,"31,9",O,Non_Verified,Heterosexual,Submisive,Nobody,0,before_817_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15337,33102.0,male,"40,6",F,Non_Verified,Heterosexual,Switch,Nobody,0,before_817_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15338,33106.0,male,"40,3",A,Non_Verified,bicurious,Submisive,,15,before_817_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15339,33107.0,male,"40,5",G,Non_Verified,Heterosexual,Submisive,,0,before_817_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15340,33109.0,male,"42,4",F,Non_Verified,Heterosexual,Dominant,Nobody,0,before_57_days,2.2.2015,1,5:21,0.0,0.0,0.0,44194,unknown_risk
15341,3311.0,male,55,B,Non_Verified,bisexual,Switch,Nobody,0,before_1968_days,6.8.2011,0,0:0,2.0,0.0,0.0,,unknown_risk
15342,33110.0,male,"36,4",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_816_days,2.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15343,33112.0,male,"31,8",O,Non_Verified,bisexual,Submisive,Men_and_Women,15,before_172_days,3.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15344,33115.0,male,"26,9",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_816_days,3.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15345,33116.0,male,41,J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_816_days,3.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15346,33118.0,male,"39,4",L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_753_days,3.2.2015,0,0:7,1.0,0.0,0.0,,unknown_risk
15347,3312.0,female,"42,3",B,Non_Verified,bisexual,Dominant,Nobody,0,before_2060_days,6.8.2011,0,0:0,1.0,0.0,0.0,,unknown_risk
15348,33122.0,male,"24,7",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_3_days,3.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15349,33123.0,male,"29,7",E,Non_Verified,Heterosexual,Dominant,Women,15,before_803_days,3.2.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
15350,33126.0,male,"37,1",A,Non_Verified,Heterosexual,Dominant,Nobody,20,before_6_days,3.2.2015,0,74:11,0.0,1.0,1.0,,unknown_risk
15351,33127.0,male,"29,1",J,Non_Verified,Heterosexual,Switch,Nobody,0,before_816_days,3.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15352,33129.0,male,"25,8",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_815_days,4.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15353,3313.0,female,"47,2",C,Non_Verified,bisexual,Submisive,Nobody,15,before_1625_days,6.8.2011,0,0:0,0.0,0.0,0.0,"7398,5573",unknown_risk
15354,33131.0,male,"30,8",D,Non_Verified,bicurious,Submisive,Nobody,0,before_754_days,4.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15355,33132.0,male,25,G,Non_Verified,Heterosexual,Submisive,Women,16,before_3_days,4.2.2015,2,0:0,2.0,0.0,0.0,,unknown_risk
15356,33136.0,female,"24,1",K,Non_Verified,Heterosexual,Submisive,Men,15,before_682_days,4.2.2015,0,0:13,1.0,0.0,0.0,13082,unknown_risk
15357,33139.0,male,"26,6",A,Non_Verified,Heterosexual,Switch,Nobody,27,before_778_days,4.2.2015,2,0:0,1.0,0.0,5.0,,unknown_risk
15358,3314.0,male,"57,3",A,Non_Verified,Heterosexual,Submisive,Women,0,before_67_days,6.8.2011,0,0:0,0.0,0.0,3.0,,unknown_risk
15359,33140.0,male,"26,9",A,Non_Verified,Heterosexual,Switch,Women,0,before_559_days,4.2.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
15360,33142.0,female,"42,2",H,Non_Verified,Heterosexual,Dominant,Nobody,0,before_226_days,5.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15361,33144.0,male,"41,4",A,Non_Verified,bisexual,Submisive,Nobody,0,before_814_days,5.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15362,33148.0,female,"31,5",B,Non_Verified,bicurious,Submisive,Nobody,15,before_719_days,5.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15363,33152.0,male,"28,2",E,Non_Verified,bisexual,Submisive,Men_and_Women,15,before_675_days,5.2.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
15364,33153.0,male,"41,9",G,Non_Verified,Heterosexual,Dominant,Women,0,before_642_days,5.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15365,33157.0,male,"20,9",A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,15,before_1_days,5.2.2015,1,0:34,0.0,0.0,0.0,29064,unknown_risk
15366,33158.0,male,"40,9",L,Non_Verified,bisexual,Submisive,Women,20,before_142_days,5.2.2015,1,0:26,0.0,0.0,1.0,29841,unknown_risk
15367,3316.0,male,"49,9",F,Non_Verified,Heterosexual,Submisive,Nobody,0,before_2093_days,6.8.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
15368,33161.0,female,"30,1",E,Non_Verified,Heterosexual,Submisive,Men_and_Women,0,before_680_days,5.2.2015,3,0:5,0.0,0.0,0.0,,unknown_risk
15369,33162.0,male,"57,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_285_days,5.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15370,33163.0,male,"25,4",H,Non_Verified,Heterosexual,Switch,Nobody,0,before_814_days,5.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15371,33164.0,male,"45,5",A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_447_days,6.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15372,33165.0,male,38,A,Non_Verified,Heterosexual,Dominant,Women,0,before_626_days,6.2.2015,0,0:2,0.0,0.0,0.0,,unknown_risk
15373,33168.0,male,"26,8",A,Non_Verified,bicurious,Switch,Women,50,before_568_days,6.2.2015,0,0:0,1.0,0.0,4.0,,unknown_risk
15374,3317.0,male,"60,6",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2093_days,6.8.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
15375,33173.0,female,"21,6",D,Non_Verified,Heterosexual,Submisive,Nobody,15,before_553_days,6.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15376,33174.0,male,44,A,Non_Verified,Heterosexual,Dominant,Nobody,4,before_535_days,6.2.2015,4,0:15,0.0,0.0,0.0,,unknown_risk
15377,33175.0,male,"32,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_813_days,6.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15378,33177.0,male,"34,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_711_days,6.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15379,33179.0,female,22,A,Non_Verified,bisexual,Submisive,Nobody,15,before_37_days,6.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15380,3318.0,male,"45,2",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1924_days,6.8.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
15381,33180.0,female,"29,4",A,Non_Verified,bisexual,Switch,Women,10,before_20_days,6.2.2015,0,0:0,0.0,0.0,2.0,,unknown_risk
15382,33183.0,male,"28,8",O,Non_Verified,Heterosexual,Submisive,Nobody,0,before_754_days,6.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15383,33186.0,female,"25,4",H,Non_Verified,bicurious,Submisive,Nobody,0,before_812_days,7.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15384,33189.0,male,"49,3",G,Non_Verified,bicurious,Submisive,Nobody,0,before_317_days,7.2.2015,0,0:5,0.0,0.0,0.0,,unknown_risk
15385,3319.0,male,"26,7",G,Non_Verified,bisexual,Submisive,Nobody,0,before_2093_days,6.8.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
15386,33190.0,male,"28,9",G,Non_Verified,Heterosexual,Submisive,Women,15,before_711_days,7.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15387,33194.0,male,"20,9",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_791_days,7.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15388,33195.0,female,"20,3",L,Non_Verified,bicurious,Submisive,Nobody,15,before_684_days,7.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15389,33197.0,male,"21,8",A,Non_Verified,Heterosexual,Submisive,Women,25,before_1_days,7.2.2015,0,0:0,1.0,0.0,2.0,,unknown_risk
15390,33198.0,male,33,E,Non_Verified,Heterosexual,Dominant,Nobody,0,before_811_days,7.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15391,3320.0,male,"44,1",A,Non_Verified,bisexual,Switch,Nobody,0,before_2092_days,7.8.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
15392,33202.0,male,"44,2",A,Non_Verified,Heterosexual,Submisive,Women,0,before_43_days,7.2.2015,0,0:50,0.0,1.0,0.0,23540,unknown_risk
15393,33203.0,male,25,A,Non_Verified,Homosexual,Dominant,Nobody,0,before_812_days,7.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15394,33204.0,female,34,A,Non_Verified,Heterosexual,Submisive,Nobody,35,before_424_days,7.2.2015,33,0:0,0.0,0.0,0.0,15077,unknown_risk
15395,33205.0,male,33,D,Non_Verified,Heterosexual,Submisive,Nobody,15,before_678_days,7.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15396,33207.0,female,"51,8",K,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,0,before_700_days,7.2.2015,0,0:28,0.0,0.0,0.0,,unknown_risk
15397,33208.0,female,26,B,Non_Verified,bicurious,Submisive,Nobody,0,before_503_days,7.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15398,3321.0,male,"32,1",E,Non_Verified,Heterosexual,Switch,,29,before_8_days,7.8.2011,16,0:3,1.0,0.0,0.0,,unknown_risk
15399,33212.0,male,"50,8",A,Non_Verified,Heterosexual,Switch,Nobody,a,before_746_days,8.2.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
15400,33213.0,male,"29,7",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_811_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15401,33217.0,male,"36,8",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_776_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15402,33219.0,female,"31,5",D,Non_Verified,Homosexual,Dominant,Nobody,0,before_811_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15403,3322.0,female,"24,4",F,Non_Verified,Heterosexual,Submisive,Nobody,3,before_1719_days,7.8.2011,3,0:0,0.0,0.0,0.0,,unknown_risk
15404,33220.0,male,"30,8",K,Non_Verified,Heterosexual,Dominant,Nobody,0,before_12_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15405,33223.0,male,"30,5",A,Non_Verified,Heterosexual,Dominant,Women,20,before_1_days,8.2.2015,0,0:0,1.0,0.0,1.0,,unknown_risk
15406,33224.0,female,"24,5",L,Non_Verified,Heterosexual,Submisive,Nobody,0,before_811_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15407,33225.0,female,"24,2",A,Non_Verified,bicurious,Dominant,Nobody,0,before_811_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15408,33226.0,male,"35,2",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_811_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15409,33227.0,female,"23,7",A,Non_Verified,bicurious,Submisive,Nobody,0,before_808_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15410,33228.0,female,"30,8",B,Non_Verified,Heterosexual,Submisive,Nobody,32,before_241_days,8.2.2015,18,0:10,0.0,0.0,0.0,,unknown_risk
15411,33231.0,female,"23,8",A,Non_Verified,bicurious,Submisive,Nobody,0,before_811_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15412,33232.0,female,"20,4",A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,0,before_97_days,8.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15413,33233.0,female,24,K,Non_Verified,Heterosexual,Submisive,Nobody,1,before_1_days,9.2.2015,8,12:41,0.0,1.0,0.0,"34914,4813,11459,885,37808,32371",unknown_risk
15414,33237.0,female,"24,8",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_810_days,9.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15415,33238.0,male,"31,3",E,Non_Verified,bicurious,Dominant,Nobody,0,before_809_days,9.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15416,33242.0,male,"36,5",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_4_days,9.2.2015,0,0:20,0.0,0.0,0.0,,unknown_risk
15417,33243.0,male,"21,9",A,Non_Verified,bisexual,Submisive,Nobody,0,before_810_days,9.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15418,33245.0,female,"24,6",H,Non_Verified,Heterosexual,Switch,Nobody,0,before_810_days,9.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15419,33247.0,female,"21,5",A,Non_Verified,bisexual,Dominant,Nobody,0,before_807_days,9.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15420,33250.0,female,"36,9",H,Non_Verified,bisexual,Switch,Nobody,0,before_808_days,9.2.2015,0,0:18,0.0,0.0,0.0,,unknown_risk
15421,33251.0,female,"26,8",H,Non_Verified,bisexual,Switch,Men_and_Women,15,before_3_days,9.2.2015,0,1:15,0.0,0.0,0.0,"44780,45676,33277,38847,46579,27290",unknown_risk
15422,33254.0,male,"25,9",A,Non_Verified,Heterosexual,Submisive,,20,before_24_days,9.2.2015,0,0:0,0.0,0.0,1.0,,unknown_risk
15423,33255.0,male,43,L,Non_Verified,Heterosexual,Switch,Women,15,before_621_days,9.2.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
15424,33256.0,female,"20,5",G,Non_Verified,bisexual,Submisive,Nobody_but_maybe,15,before_1_days,9.2.2015,0,0:0,0.0,0.0,0.0,"27101,30014,21417,4690,11459",unknown_risk
15425,33257.0,male,34,A,Non_Verified,Homosexual,Switch,Nobody,0,before_22_days,10.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15426,33258.0,male,"29,6",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_88_days,10.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15427,33259.0,female,"27,5",A,Non_Verified,Homosexual,Submisive,Nobody,0,before_809_days,10.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15428,3326.0,female,"42,7",C,Non_Verified,bisexual,Submisive,Nobody,0,before_2092_days,7.8.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
15429,33260.0,male,"47,2",B,Non_Verified,Heterosexual,Dominant,,0,before_10_days,10.2.2015,0,0:0,0.0,0.0,0.0,32792,unknown_risk
15430,33263.0,male,"54,3",D,Non_Verified,Heterosexual,Dominant,Nobody,0,before_143_days,10.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15431,33264.0,female,35,G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_741_days,10.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15432,33267.0,male,"27,6",L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_760_days,10.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15433,33268.0,male,"34,6",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_809_days,10.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15434,3327.0,male,"49,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_6_days,7.8.2011,0,0:55,0.0,0.0,0.0,"10938,30258,20784",unknown_risk
15435,33272.0,female,"20,4",N,Non_Verified,Heterosexual,Submisive,Nobody,0,before_656_days,10.2.2015,0,7:53,0.0,0.0,0.0,,unknown_risk
15436,33273.0,male,"51,1",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_808_days,10.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15437,33274.0,male,"38,3",D,Non_Verified,Heterosexual,Submisive,Nobody,0,before_663_days,10.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15438,33275.0,male,"36,7",B,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,17,before_26_days,11.2.2015,2,0:5,0.0,0.0,0.0,"43227,42345",unknown_risk
15439,33276.0,female,"21,6",J,Non_Verified,bisexual,Submisive,Men_and_Women,0,before_51_days,11.2.2015,3,1:34,0.0,0.0,0.0,3346,unknown_risk
15440,33277.0,male,"31,6",L,Non_Verified,Heterosexual,Dominant,Women,5,before_14_days,11.2.2015,1,13:49,0.0,4.0,1.0,"33251,33828,21240",unknown_risk
15441,33278.0,male,"34,8",O,Non_Verified,bisexual,Switch,Men_and_Women,15,before_807_days,11.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15442,33279.0,male,"45,1",L,Non_Verified,bicurious,Submisive,Men_and_Women,0,before_6_days,11.2.2015,0,0:3,2.0,0.0,0.0,,unknown_risk
15443,3328.0,male,"54,4",B,Non_Verified,bisexual,Dominant,Nobody,0,before_2091_days,8.8.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
15444,33280.0,male,"47,8",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_808_days,11.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15445,33281.0,male,"32,1",H,Non_Verified,Heterosexual,Switch,Women,0,before_126_days,11.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15446,33282.0,male,"24,4",G,Non_Verified,bicurious,Dominant,Nobody,0,before_769_days,11.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
15447,33287.0,male,"44,4",B,Non_Verified,bisexual,Submisive,Men_and_Women,15,before_431_days,11.2.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
